marque,version,annee,kilometrage,energie,emission_C02,consommation_mixte,transmission,portes,puissance_fiscale,places,lieu,prix
Renault,Mégane IV Berline dCi 90 Energy Business,2016,75800,Diesel,95,3.7,Manuelle,4,4,5,52100,11800
Mercedes,CLK Cabrio 320 CDI Avantgarde A,2008,96300,Diesel,197,7.4,Automatique,2,14,2,31000,14500
Audi,null,1984,98200,Essence,null,null,Manuelle,4,10,5,59140,9600
Mercedes,Classe B 180 7G-DCT Progressive Line Edition,2021,4800,Essence,null,null,Automatique,4,7,5,vendeur,33000
Renault,Twingo III 1.0 SCe 70 E6C Intens,2019,32000,Essence,125,4.9,Manuelle,4,4,4,97200,8500
Renault,Captur TCe 140 EDC FAP - 21 Initiale Paris,2021,5400,Essence,null,null,Automatique,4,7,5,66000,27390
Peugeot,3008 2.0 BlueHDi 150ch S&S BVM6 Allure Business,2017,124000,Diesel,114,4.4,Manuelle,4,8,5,60200,20000
BMW,Touring 530d 258ch 149g Business A,2012,188000,Diesel,149,5.7,Automatique,4,15,5,17350,18500
Peugeot,308 CC 2.0 HDi 16V 140ch FAP Féline,2009,113800,Diesel,155,5.9,Manuelle,2,8,4,78240,9800
Kia,XCeed 1.4l T-GDi 140 ch DCT7 ISG Active,2020,37700,Essence,130,5.7,Automatique,4,7,5,73260,19600
Peugeot,107 1.0e 12V 68ch BLUE LION Black & Silver,2010,78500,Essence,106,4.5,Manuelle,2,4,4,50750,3990
Alfa,MiTo 0.9 Twin Air 105 Start & Stop Collezione,2016,71000,Essence,99,4.2,Manuelle,2,5,4,84000,9990
Volkswagen,Golf 1.4i,1998,167500,Essence,154,6.4,Manuelle,4,5,5,49770,1200
Peugeot,208 PureTech 130 S&S EAT8 GT Line,2019,15500,Essence,101,4.5,Automatique,4,6,5,44300,22500
Kia,CEED 1.0 T-GDI 120 ch ISG BVM6 GT Line,2019,26500,Essence,125,5.3,Manuelle,4,6,5,80340,15500
Citroën,C4 PureTech 130 S&S EAT8 Shine,2021,1400,Essence,null,null,Automatique,4,7,5,26600,25800
Peugeot,406 Break 2.0 Hdi - 110 Confort,2004,235000,Diesel,149,5.7,Manuelle,4,6,5,01120,4100
Fiat,500X 1.3 MultiJet 95 ch City Cross,2019,41500,Diesel,107,4.1,Manuelle,4,5,5,41150,14500
Dacia,Sandero ECO-G 100 - 22 Stepway Confort,2021,2500,GPL ou GNL,null,null,Manuelle,4,5,5,62118,15790
Peugeot,607 2.2 HDi Pack,2002,176000,Diesel,178,6.7,Manuelle,4,8,5,11510,3390
Renault,Mégane IV Berline dCi 110 Energy Intens,2015,89000,Diesel,95,3.7,Manuelle,4,5,5,45000,13550
BMW,118i 136 ch DKG7 Edition Sport,2021,8500,Essence,null,null,Automatique,4,7,5,79000,33000
Peugeot,307 SW 1.6 HDi 16V 110ch FAP BLUE LION Navteq on board,2008,234500,Diesel,134,5.1,Manuelle,4,6,5,73290,1950
Seat,Ibiza 1.5 TSI Evo 150 ch S/S BVM6 FR,2018,26500,Essence,112,4.9,Manuelle,4,8,5,31300,20500
Renault,Mégane III dCi 110 FAP eco2 Authentique,2012,71400,Diesel,106,4.1,Manuelle,4,5,5,88140,7500
Ford,C-MAX 1.0 EcoBoost 125 S&S Titanium,2018,74000,Essence,129,5.7,Manuelle,4,7,5,28130,12000
RAV4,RAV4 2.0i VX,1999,230000,Essence,null,9.4,Manuelle,2,9,5,06580,1100
Mini,Mini Cooper 136 ch Edition Blackfriars,2017,58000,Essence,107,4.6,Manuelle,2,7,4,70300,17800
Honda,CR-V 1.6  i-DTEC 2WD Comfort,2014,93000,Diesel,119,4.5,Manuelle,4,6,5,84000,14000
Infiniti,G37 Coupé 3.7 V6 S Premium A,2013,105000,Essence,246,10.5,Automatique,2,23,4,01120,19990
Renault,11 TXE,1988,100000,Essence,null,null,Manuelle,4,7,5,75017,1900
Dacia,Duster dCi 110 EDC 4x2 Confort,2018,36500,Diesel,116,4.5,Automatique,4,6,5,18130,15400
Citroën,C3 Aircross BlueHDi 120 S&S EAT6 C-Series,2021,4200,Diesel,132,null,Automatique,4,6,5,68170,23000
Ford,Kuga 1.5 Flexifuel-E85 150 S&S 4x2 BVM6 ST-Line,2019,42000,Autres,170,6.9,Manuelle,4,9,5,77130,24000
Mini,Mini Cabriolet Cooper S 192 ch BVA6,2018,11200,Essence,131,5.6,Automatique,2,10,4,57530,32900
Ford,Fiesta 1.4 TDCi 68 Ambiente,2008,110000,Diesel,110,4.2,Manuelle,2,4,5,21490,3790
Mercedes,Classe CLA 200 d 7G-DCT Fascination,2019,43000,Diesel,141,5.2,Automatique,4,7,5,84100,32500
Audi,Q2 1.4 TFSI COD 150 ch S tronic 7,2017,37500,Essence,119,5.2,Semi automatique,4,8,5,57500,24600
Citroën,ZX 1.9 D Flash,1994,351000,Diesel,null,null,Manuelle,4,6,5,31300,800
DS,DS3 PureTech 110 BVA So Chic,2019,8100,Essence,119,5.2,Automatique,2,6,5,74970,17950
Mercedes,Classe A 180 d 7G-DCT AMG Line,2019,69000,Diesel,null,null,Automatique,4,6,5,38490,26300
Kia,Cee'd 1.6L CRDi 115 Active,2009,162000,Diesel,125,4.7,Manuelle,4,6,5,31660,6000
Mercedes,Classe A 200 d 7G-DCT Business Executive Edition,2016,110000,Diesel,103,4.3,Automatique,4,7,5,28700,19500
Opel,Corsa 1.2 - 80 Twinport Enjoy,2009,170440,Essence,146,6.1,Manuelle,2,5,5,59120,3200
Mercedes,Classe C 180 CDI BlueEfficiency Avantgarde,2011,86000,Diesel,139,5.3,Manuelle,4,6,5,44160,13000
Peugeot,205 1.1 GR,1990,154000,Essence,null,null,Manuelle,4,4,5,70200,600
Renault,Clio Estate IV TCe 90 eco2 Graphite,2014,23900,Essence,114,4.9,Manuelle,4,5,5,91540,10000
Audi,A1 1.8 TFSI 192 S tronic S line,2017,44500,Essence,130,5.6,Semi automatique,2,10,4,75010,21500
Peugeot,5008 BlueHDi 130ch S&S BVM6 GT Line,2018,41000,Diesel,106,4.2,Manuelle,4,6,7,13720,29000
Renault,Clio 1.5 dCi 65 Campus,2005,112000,Diesel,115,4.3,Manuelle,4,4,5,06000,3190
Fiat,500 0.9 85 ch TwinAir S/S Club,2020,13000,Essence,107,4.7,Manuelle,2,4,4,06210,15990
Volkswagen,Touareg R5 TDI A,2006,252600,Diesel,273,10.1,Automatique,4,12,5,56100,5500
Renault,Kangoo 1.9 D - 65 Pampa,1999,200000,Diesel,194,7.3,Manuelle,4,6,5,10000,690
Volkswagen,Scirocco 1.4 TSI 160 Sportline DSG7,2011,136000,Essence,147,6.3,Semi automatique,2,9,4,83300,11500
Peugeot,406 Coupé 2.0i,2000,250000,Essence,197,8.3,Manuelle,2,9,4,40300,3000
Audi,A3 2.0 TDI Ambiente,2004,249000,Diesel,148,5.5,Manuelle,2,8,5,84200,3900
Infiniti,Q30 1.5d 109 7DCT Business,2016,120000,Diesel,102,3.9,Semi automatique,4,5,5,12600,14500
Citroën,C3 PureTech 110 S&S BVM6 Shine Business,2021,2300,Essence,null,null,Manuelle,4,6,5,21000,18600
Citroën,Grand C4 Picasso e-HDi 115 Exclusive,2014,136500,Diesel,105,4.0,Manuelle,4,6,7,73700,12500
Renault,Koleos 2.0 dCi 150 4x4 FAP Dynamique,2008,209000,Diesel,191,7.3,Manuelle,4,9,5,05400,4900
Mercedes,Classe R 300 CDI 6 pl BlueEFFICIENCY A,2007,231000,Diesel,206,7.8,Automatique,4,12,6,33440,8500
BMW,X1 sDrive 18d 150 ch BVA8 Business Design,2020,16500,Diesel,null,null,Automatique,4,8,5,83660,32000
Citroën,C1 Airscape VTi 72 S&S Feel,2019,28000,Essence,85,3.7,Manuelle,4,3,4,13480,7900
BMW,128ti 265 ch BVA8,2021,9300,Essence,null,null,Automatique,4,16,5,66600,46900
Audi,Q5 2.0 TFSI 211 Quattro S Line,2010,165400,Essence,195,8.3,Manuelle,4,13,5,40220,15000
Volkswagen,Tiguan 2.0 TDI 140 FAP BlueMotion Technology Sportline,2012,185800,Diesel,138,5.3,Manuelle,4,8,5,40220,9500
Honda,Civic 1.5 i-VTEC 182 CVT Sport Plus,2019,33300,Essence,131,6.0,Automatique,4,10,5,33160,26000
Peugeot,3008 1.6 BlueHDi 120ch S&S BVM6 Access,2015,131300,Diesel,108,4.1,Manuelle,4,6,5,38300,9900
Volkswagen,Golf 1.4 TSI 125 BlueMotion Technology Carat,2017,69540,Essence,120,5.2,Manuelle,4,6,5,38300,17200
Peugeot,208 PureTech 82ch S&S BVM5 6.2 Evap Signature,2019,6100,Essence,108,4.7,Manuelle,4,4,5,86100,13000
Renault,MEGANE II 1.5 dCi 85 AIR,2009,230000,Diesel,120,null,Manuelle,2,6,2,91120,600
White,Arkana TCe 140 EDC FAP - 21B R.S. Line,2021,900,Essence,null,null,Automatique,4,7,5,92500,32500
Mercedes,Classe A 180 BlueEFFICIENCY Fascination,2013,99999,Essence,133,5.7,Manuelle,4,7,5,03410,16300
Land-Rover,110 Defender TDI County,1996,300000,Diesel,null,null,Manuelle,4,10,5,69210,33000
Peugeot,2008 1.6 BlueHDi 120ch S&S BVM6 GT Line,2018,null,Diesel,96,3.7,Manuelle,4,6,5,57220,17000
Peugeot,108 VTi 72ch BVM5 Access,2019,3170,Essence,93,4.1,Manuelle,4,4,4,11260,10500
Renault,Clio 1.5 dCi 105 Dynamique,2007,157000,Diesel,123,4.6,Manuelle,4,6,5,49330,3500
Kia,Stonic 1.6 CRDi 115 ch ISG BVM6 Design,2020,24000,Diesel,103,3.9,Manuelle,4,6,5,59218,18000
Dodge,Viper SRT-10 8.3,1994,38550,Essence,489,21.0,Manuelle,2,46,2,13140,67000
Land-Rover,Range Rover Sport Mark V V8 S/C 5.0L 510ch Autobiography Dynamic A,2016,82000,Essence,298,12.8,Automatique,4,43,5,83220,78000
Peugeot,307 CC 1.6 16V - 110,2004,150400,Essence,169,7.2,Manuelle,2,7,4,11510,3990
Peugeot,3008 1.6 e-HDi 115ch FAP ETG6 BLUE LION Allure,2014,143000,Diesel,110,4.2,Automatique,4,6,5,76110,9200
Nissan,Juke 1.2e DIG-T 115 Start/Stop System Acenta,2015,73000,Essence,128,5.7,Manuelle,4,6,5,17700,10200
Porsche,Cayenne 4.8 V8 GTS Tiptronic S A,2009,171000,Essence,332,13.9,Automatique,4,32,5,75015,19900
Peugeot,206 1.9 D XR,1999,236000,Diesel,156,5.7,Manuelle,4,5,5,64600,2000
Skoda,Yeti 1.6 TDI 105 CR FAP Green Tec Active DSG,2014,122600,Diesel,132,5.0,Semi automatique,4,6,5,91130,10400
Dacia,Sandero ECO-G 90 Stepway,2019,49500,GPL ou GNL,127,5.6,Manuelle,4,5,5,42800,11500
BMW,Touring 330d 245 ch Sport Design,2009,187000,Diesel,155,5.9,Manuelle,4,15,5,69870,13500
Dacia,Duster Blue dCi 115 4x2 15 ans,2022,3500,Diesel,127,null,Manuelle,4,6,5,62630,19900
BMW,X1 sDrive 20d 190 ch BVA8 Business,2016,63000,Diesel,118,4.5,Automatique,4,10,5,92600,26000
BMW,X5 xDrive30d 235ch A,2009,197600,Diesel,217,8.2,Automatique,4,15,5,94360,11950
Seat,Arona 1.0 EcoTSI 115 ch Start/Stop DSG7 FR,2019,40000,Essence,null,null,Automatique,4,6,5,14540,18000
Alfa,Giulietta 1.4 TJet 120 ch S&S Distinctive,2016,134300,Essence,144,6.4,Manuelle,4,7,5,35680,10980
Peugeot,205 1.7 D Génération 205,1997,30000,Diesel,null,null,Manuelle,2,4,5,30000,1000
Peugeot,407 1.6 HDi 16V 110ch FAP BLUE LION Black & Silver,2010,76600,Diesel,129,4.9,Manuelle,4,6,5,79000,5500
Dacia,Logan MCV 1.5 dCi 70 7 places Lauréate,2007,221300,Diesel,140,5.3,Manuelle,4,5,7,61200,4200
Opel,Corsa 1.4 - 90 Twinport Cosmo,2009,56000,Essence,146,6.1,Manuelle,4,5,5,31500,7500
Mercedes,Classe CLA 200 d 7-G DCT Business Edition,2019,63000,Diesel,100,3.8,Automatique,4,7,5,55170,25000
Renault,Laguna 1.9 DTI Confort,2007,177000,Diesel,144,5.4,Manuelle,4,6,5,77550,3000
Peugeot,308 1.2 PureTech 130ch S&S EAT6 Allure,2015,20153,Essence,114,4.9,Automatique,4,7,5,75010,15000
Ford,Kuga 1.5 TDCi 120 S&S 4x2 Powershift Titanium,2017,78000,Diesel,124,4.8,Automatique,4,6,5,56690,16900
Renault,Clio 1.2i RN,1996,170000,Essence,null,null,Manuelle,4,5,5,84000,350
Renault,Grand Espace 2.0 dCi 175 FAP Alyum A,2013,216000,Diesel,169,6.4,Automatique,4,10,6,55300,9500
Citroën,C4 Cactus PureTech 110 S&S BVM6 Shine,2016,83600,Essence,104,4.6,Manuelle,4,5,5,83600,9500
Dacia,Sandero TCe 90 E6C Stepway,2018,18500,Essence,125,5.5,Manuelle,4,5,5,57700,9900
Volkswagen,Polo 1.0 TSI 115 S&S DSG7 Copper Line,2019,49000,Essence,104,4.9,Automatique,4,6,5,07200,19900
Renault,Scénic 1.6i 16V Privilège,2016,47000,Essence,173,7.3,Manuelle,4,7,5,78220,14000
BMW,X4 M40i 354ch BVA8,2019,29000,Essence,177,7.8,Automatique,4,25,5,67700,85000
VOLKSWAGEN,1.0 OXFORD 45 ch,1986,31000,Essence,null,null,Manuelle,2,null,5,77510,5000
Renault,Mégane Break 1.9 D Authentique,2012,199306,Diesel,178,6.7,Manuelle,4,5,5,38590,3950
Renault,Clio 1.2 16V 75 Confort Dynamique,2006,185000,Essence,139,5.9,Manuelle,2,5,5,38000,2300
Renault,Kadjar TCe 130 Energy Intens,2017,78000,Essence,130,5.8,Manuelle,4,7,5,38230,15500
Opel,Mokka 1.4 Turbo - 140 ch 4x4 Start&Stop Cosmo,2014,96600,Essence,149,6.4,Manuelle,4,8,5,74250,10500
Citroën,C4 1.6i 16V 110 Collection,2007,140879,Essence,169,7.1,Manuelle,4,7,5,38090,2000
Peugeot,Bipper Tepee 1.4 Ess 75ch Access,2012,49600,Essence,152,6.6,Manuelle,4,5,5,06800,8000
Volkswagen,T-Roc 1.6 TDI 115 Start/Stop BVM6 Carat,2019,38000,Diesel,109,4.4,Manuelle,4,6,5,78112,23000
Renault,Clio III dCi 70 115g eco2 Authentique,2009,174486,Diesel,115,4.3,Manuelle,4,4,5,86800,4500
Dacia,Logan 1.4,2006,165000,Essence,164,6.8,Manuelle,4,5,5,49300,1000
Toyota,Yaris Hybride 100h Dynamic,2020,23753,Hybride,84,3.6,Automatique,4,3,5,vendeur,16500
Kia,CEED 1.4 T-GDi 140 ch ISG DCT7 GT Line,2020,6800,Essence,125,5.5,Automatique,4,7,5,76600,23900
Chevrolet,Camaro Coupé V8 6.2 405ch A,2012,110000,Essence,304,13.1,Automatique,2,32,4,88580,38500
Dacia,Logan 1.5 dCi 85 Prestige,2008,95000,Diesel,120,4.6,Manuelle,4,5,5,26800,3800
Citroën,XM 2.0 Séduction,1990,57200,Essence,null,null,Manuelle,4,9,5,85590,7200
Opel,Agila 1.3 CDTI - 75 ch ecoFLEX Enjoy,2009,96700,Diesel,120,4.5,Manuelle,4,4,5,49400,4700
Fiat,Panda 1.2 69 ch,2018,7100,Essence,130,null,Manuelle,4,4,5,84100,8950
Dacia,Duster TCe 130 FAP 4x2 Prestige,2019,18300,Essence,null,null,Manuelle,4,7,5,86130,17600
Dacia,Duster Blue dCi 115 4x2 Confort,2019,35500,Diesel,null,null,Manuelle,4,6,5,91090,15900
Particulier,Aygo 1.0 VVT-i x-play,2018,26500,Essence,93,4.1,Manuelle,4,4,4,91100,8800
Peugeot,308 1.2 PureTech 130ch S&S BVM6 EU6 GT Line,2018,37190,Essence,120,null,Manuelle,4,6,5,91070,18600
Toyota,RAV4 Hybride 197ch AWD Black Edition,2018,67000,Hybride,118,5.1,Automatique,4,8,5,16100,23990
Volkswagen,Tiguan 2.0 TDI 110 FAP BlueMotion Technology Série Spéciale Edition,2012,193000,Diesel,139,5.3,Manuelle,4,6,5,59200,9100
Peugeot,106 1.0i XN,1992,158000,Essence,null,null,Manuelle,2,4,5,07340,700
Citroën,C3 1.4 HDi,2003,240000,Diesel,115,4.4,Manuelle,4,4,5,17000,3500
Ford,Focus 1.0 EcoBoost 125 S&S ST Line,2019,30800,Essence,96,4.3,Manuelle,4,6,5,90000,17990
Mercedes,GLA 250 e 8G-DCT AMG Line,2021,14700,Hybride,null,null,Automatique,4,8,5,74140,48490
Citroën,C4 Coupé 1.6i 16V 110 VTS,2006,180000,Essence,169,7.1,Manuelle,2,7,5,69100,4700
Renault,Talisman Estate dCi 160 Energy EDC Initiale Paris,2016,123576,Diesel,120,4.6,Automatique,4,8,5,75019,14000
Mercedes,Classe GLC 300 d 9G-Tronic 4Matic AMG Line,2019,67000,Diesel,null,null,Automatique,4,14,5,42000,51000
Alfa,Stelvio 2.2 210 ch Q4 AT8 Sport Edition,2018,53500,Diesel,127,4.8,Automatique,4,11,5,04160,36000
Alfa,GT 1.9 JTD M-JET 150 Distinctive,2007,90000,Diesel,165,6.2,Manuelle,2,9,5,64000,9850
Ford,Kuga 2.0 TDCi 140 DPF 4x2 Titanium,2010,256000,Diesel,156,5.9,Manuelle,4,8,5,62390,7990
Renault,Kadjar TCe 140 FAP EDC Wave,2019,30500,Essence,133,5.8,Automatique,4,7,5,42100,20600
Volkswagen,Caravelle 1.9 TDI 104 Long 9pl,2006,208000,Diesel,203,7.5,Manuelle,4,7,9,01000,13000
Volkswagen,Polo TDI 80 Confort,2006,220650,Diesel,119,4.4,Manuelle,2,5,5,01000,2300
AUDI,Q5 2.0 TDI 170 DPF Quattro S Line,2012,162000,Diesel,163,6.2,Manuelle,4,10,5,30100,15500
Toyota,Land Cruiser 3.0 TD GX,2000,222800,Diesel,null,13.2,Manuelle,2,10,5,02480,15000
Nissan,Juke DIG-T 117 DCT7 N-Connecta,2020,5085,Essence,113,4.9,Automatique,4,6,5,60800,22500
Volkswagen,T-Roc 1.5 TSI 150 EVO Start/Stop DSG7 Carat Exclusive,2019,45000,Essence,null,null,Automatique,4,8,5,93230,25500
Ford,Mondeo 1.8 TDCi 125 Titanium X,2008,169000,Diesel,154,5.8,Manuelle,4,7,5,13013,4000
Fiat,500L 1.3 Multijet 16V 95 ch S/S Live Edizione,2017,53000,Diesel,107,4.1,Manuelle,4,5,5,46200,14200
Peugeot,208 PureTech 68ch BVM5 Active,2019,12800,Essence,105,4.6,Manuelle,4,4,5,13009,12950
BMW,320d xDrive 190 ch BVA8 M Sport,2019,64500,Diesel,118,4.6,Automatique,4,10,5,78630,29990
Ford,Edge 2.0 EcoBlue 238 BVA8 Intelligent AWD St-Line,2019,48796,Diesel,180,7.1,Automatique,4,15,5,60230,32800
Mini,Mini 1.6i - 120 Cooper,2009,135600,Essence,129,5.4,Manuelle,2,6,4,82000,6590
BMW,X3 2.0d 177ch Confort Steptronic A,2009,202000,Diesel,178,6.7,Automatique,4,11,5,95220,6850
Peugeot,208 PureTech 100 S&S BVM6 GT Pack,2021,7500,Essence,null,null,Manuelle,4,5,5,70000,21500
Renault,Clio IV TCe 90 eco2 Intens,2015,72000,Essence,114,4.9,Manuelle,4,5,5,74930,8500
Peugeot,208 1.6 BlueHDi 100ch S&S BVM5 Allure Business,2015,98000,Diesel,79,3.0,Manuelle,4,4,5,78990,9400
Fiat,Panda 1.2 69 ch Easy,2019,55000,Essence,124,null,Manuelle,4,4,5,83300,8750
Renault,Twingo II 1.2 LEV 16v 75 eco2 Dynamique,2012,32500,Essence,105,4.5,Manuelle,2,4,4,06210,6990
Peugeot,208 1.2 PureTech 82ch S&S ETG5 Active,2016,71000,Essence,97,4.2,Semi automatique,4,4,5,13600,9500
Renault,Kangoo 1.5 dCi 70 Confort Expression,2006,237000,Diesel,147,5.5,Manuelle,4,5,5,45340,2900
Volkswagen,Passat 2.0 16S TDI 140 Carat,2005,115000,Diesel,153,5.8,Manuelle,4,8,5,24100,8000
Mercedes,CLK 270 CDI Elégance A,2004,191000,Diesel,183,6.9,Automatique,2,10,4,13013,7000
Volkswagen,Golf 2.0 TSI 270 R 4Motion DSG6,2011,117300,Essence,195,8.4,Semi automatique,4,17,5,30000,19900
Citroën,C4 BlueHDi 130 S&S EAT8 Shine Pack,2020,1757,Diesel,null,null,Automatique,4,7,5,62320,25990
Peugeot,3008 2.0 HDi 16V 150ch FAP Féline,2010,150000,Diesel,149,5.7,Manuelle,4,8,5,77430,7900
OPEL,Rakord,1976,27000,Diesel,null,null,Manuelle,4,null,4,40100,3000
Subaru,Forester 2.0D,2015,120000,Diesel,148,null,Manuelle,4,8,5,39000,12000
Volkswagen,Touran 2.0 TDI 190 BMT DSG6 5pl Carat,2018,93000,Diesel,122,4.7,Automatique,4,10,5,30000,20500
Citroën,2 CV 6 Special,1986,16000,Essence,null,null,Manuelle,4,3,5,74380,14000
BMW,Coupé 320d 177ch Sport,2008,247,Diesel,131,4.9,Manuelle,2,10,5,34160,7900
Renault,CLIO SOCIETE DCI 75 ENERGY AIR,2018,73000,Diesel,85,3.3,Manuelle,4,4,2,93100,6250
Volvo,XC40 T3 156 ch,2019,15714,Essence,144,6.2,Manuelle,4,9,5,59300,33500
Saab,900i,1986,429000,Essence,null,null,Manuelle,4,9,5,vendeur,3500
Citroën,DS3 VTi 120 Airdream So Chic,2012,113000,Essence,136,5.9,Manuelle,2,7,5,74210,7500
BMW,X5 xDrive30d 245ch Luxe A,2010,188000,Diesel,195,7.4,Automatique,4,15,5,77220,17400
Renault,Clio TCe 90 Energy Business,2017,59500,Essence,105,4.7,Manuelle,4,5,5,42000,10000
Fiat,Panda Cross 4x4 1.3 Multijet 16V,2006,220000,Diesel,141,5.3,Manuelle,4,5,4,38360,2500
Opel,Corsa 1.2 Twinport Cosmo,2004,152000,Essence,151,6.3,Manuelle,4,5,5,38470,2700
Saab,9000i 2.3 16V CD,1995,299000,Essence,null,null,Manuelle,4,11,5,34000,3500
Audi,A4 Cabriolet 2.0 TFSI Ambiente Multitronic A,2006,187800,Essence,202,8.4,Automatique,2,13,4,85000,8200
Fiat,Panda 1.1 8V ECO Estivale,2009,105000,Essence,119,5.0,Manuelle,4,4,4,,3690
Dacia,Sandero 1.5 dCi 90 FAP Stepway,2012,139000,Diesel,130,5.0,Manuelle,4,5,5,25580,6700
Hyundai,i40 SW 1.7 CRDi 136 Executive A,2015,100400,Diesel,159,6.0,Automatique,4,8,5,87570,12800
Volkswagen,Touareg 3.0 V6 TDI 240 FAP Carat Edition Tiptronic A,2008,297730,Diesel,262,9.9,Automatique,4,17,5,31490,6000
Toyota,Yaris 110 VVT-i CVT Design Y20,2019,30000,Essence,112,4.9,Automatique,4,6,5,83250,14000
Peugeot,108 VTi 72ch S&S BVM5 Allure,2020,6700,Essence,null,null,Manuelle,4,4,4,92390,11590
Mercedes,Classe B 180 CDI Design 7-G DCT A,2013,110000,Diesel,107,4.1,Automatique,4,6,5,22100,11500
Mini,Mini 1.6 D - 110 Cooper,2010,169000,Diesel,104,3.9,Manuelle,2,5,4,31000,5890
Peugeot,2008 PureTech 130 S&S EAT8 GT,2021,3950,Essence,null,null,Automatique,4,7,5,21121,27950
PEUGEOT,null,2002,353716,Diesel,null,null,Manuelle,4,null,null,85770,790
Volkswagen,New Beetle Cab 1.6i Carat,2005,129000,Essence,185,7.7,Manuelle,2,7,4,06400,5900
Mercedes,SL 500 A,2004,178000,Essence,292,12.1,Automatique,2,22,2,06400,16800
Mercedes,Classe C Break 200 CDI BlueEfficiency Avantgarde Euro V A,2010,189800,Diesel,153,5.8,Automatique,4,8,5,07200,7800
Volkswagen,Golf 1.4 TSI 122 BlueMotion Technology Carat,2014,117000,Essence,120,5.2,Manuelle,4,6,5,68330,11000
Renault,Twingo II 1.5 dCi 75 eco2 Life,2013,104000,Diesel,85,3.3,Manuelle,2,4,4,46200,6300
Renault,Twingo II 1.5 dCi 75 eco2 Life,2013,104000,Diesel,85,3.3,Manuelle,2,4,4,46200,6300
Mercedes,C 240 Avantgarde A,2001,104000,Essence,243,10.1,Automatique,4,12,5,79000,7500
Hyundai,i10 1.0 66 BVM5 Intuitive,2017,52200,Essence,108,4.7,Manuelle,4,4,5,38080,7200
Audi,A1 Sportback 1.6 TDI 105 Ambiente,2013,100000,Diesel,99,3.8,Manuelle,4,5,5,49000,12500
Audi,A1 Sportback 1.0 TFSI 95 ultra Active S tronic,2016,62000,Essence,103,4.5,Semi automatique,4,5,5,93110,16900
Volkswagen,Golf 1.0 TSI 110 BlueMotion Technology Sound,2018,99000,Essence,109,4.8,Manuelle,4,6,5,54400,18990
Renault,Mégane IV Berline TCe 130 Energy Akaju,2017,42000,Essence,123,5.5,Manuelle,4,7,5,40110,14000
Seat,Ateca 2.0 TDI 150 ch Start/Stop 4Drive FR,2018,49300,Diesel,134,5.1,Manuelle,4,8,5,31790,23300
Renault,Twingo II 1.2 LEV 16v 75 eco2 Authentique,2009,90000,Essence,114,5.1,Manuelle,2,4,4,69220,3900
Hyundai,i20 1.2 85 Pack GO!,2014,54500,Essence,114,4.9,Manuelle,4,5,5,44400,7850
Peugeot,207 SW 1.6 HDi 16V 90ch BLUE LION Premium,2008,274758,Diesel,119,4.6,Manuelle,4,5,5,33160,6250
Opel,Crossland X 1.2 Turbo 110 ch BVA6 Ultimate,2017,25500,Essence,123,5.4,Automatique,4,6,5,63370,16750
RENAULT,null,2011,227000,Diesel,149,5,Manuelle,2,7,4,90120,5700
Smart,Smart Coupé 1.0 71ch mhd Iceshine Bleu Azur Softouch,2013,97127,Essence,98,4.3,Semi automatique,2,4,2,75014,4550
Opel,Zafira 1.7 CDTI - 125 ch FAP Cosmo Pack,2007,166000,Diesel,152,5.7,Manuelle,4,7,7,13007,3990
Smart,Smart Coupé 1.0 71ch mhd Pure,2009,109000,Essence,103,4.3,Semi automatique,2,4,2,13007,4690
Citroën,DS3 THP 150 Sport Chic,2011,141000,Essence,155,6.7,Manuelle,2,9,5,13007,6590
Mercedes,Classe A 200 CDI BlueEFFICIENCY Business,2015,146000,Diesel,109,4.2,Manuelle,4,7,5,vendeur,17000
Mercedes,Classe C 220 CDI BlueEfficiency Business + A,2011,110000,Diesel,125,4.8,Automatique,4,9,5,14610,13500
Renault,Twingo 1.2i Expression,2001,104000,Essence,138,5.8,Manuelle,2,4,4,14100,2500
Opel,Corsa 1.2 Turbo 100 ch BVA8 Elegance,2021,2150,Essence,123,null,Automatique,4,5,5,70000,19750
Peugeot,604 GTD Tbo,1987,90000,Diesel,null,null,Manuelle,4,8,5,54220,1
Peugeot,505 Tbo D GTD,1989,100000,Diesel,null,null,Manuelle,4,7,5,54220,1
Volkswagen,Coccinelle 1.2 TSI 105 BMT,2015,120000,Essence,123,5.3,Manuelle,2,6,4,44410,14200
Abarth,595 1.4 Turbo 16V T-Jet 145 ch BVM5,2018,30400,Essence,139,6.0,Manuelle,2,8,4,vendeur,16200
FIAT,fiat 850 spider. Bertone de 1969,1969,100000,Essence,null,null,Manuelle,2,null,2,74100,15500
Jaguar,S-Type 3.0i V6 A,2000,175000,Essence,null,null,Automatique,4,17,5,95600,4500
Citroën,C5 Aircross BlueHDi 130 S&S BVM6 Business,2021,7000,Diesel,null,null,Manuelle,4,7,5,25700,26500
BMW,320d xDrive 184 ch Sport,2013,150000,Diesel,128,4.9,Manuelle,4,10,5,60300,15643
Toyota,Yaris Hybride 100h Collection Jaune,2017,26600,Hybride,82,3.6,Automatique,4,3,5,03260,14800
Fiat,500X 1.4 MultiAir 140 ch DCT Club,2017,47500,Essence,133,5.7,Automatique,4,7,5,28310,16500
Peugeot,308 CC 1.6 THP 16V 156ch Sport Pack A,2010,114000,Essence,179,7.7,Automatique,2,9,4,06000,7990
